Dataset,Datatype,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
CARBHB8,Noncovalent,0.7514365377701823,5.749788149423372,7.057446203623797,2.895307135226262,1.893285107411288,1.7072432571658,0.8891496822424186,1.813732887768901,1.83305400048367,2.431457993579107,3.100529954692735,4.516997522256651,2.572071311131097,1.255127011885426,1.19414866806201,1.580304813922465
CHB6,Noncovalent,15.09132764663574,2.099178720430668,2.900920746606458,2.631810727617829,0.9614788562412395,3.403187659411547,2.387808038205647,4.1270270547877,0.4482526636532635,1.92951541341699,2.106160069832262,2.028318983856951,1.318480457404521,1.455325494463553,1.343926089976038,0.9588309286735314
CT20,Noncovalent,1.174061894830045,7.325774456979263,15.15615150822165,3.562383668839296,1.249265320736003,1.330105879110334,2.1986019608239,3.510826396199935,1.70903355235225,4.188280715453073,3.123124528444956,11.80704837345239,2.392497480544953,0.8168029996176238,0.8811943945967132,1.115401968273633
DS14,Noncovalent,1.047851251783292,14.70812373839737,13.34494116115347,9.244397241627043,1.564695643560894,2.410942096044022,1.807429071639493,1.338507054556374,1.785623298061472,7.575204714530845,7.574714148836274,11.71786476202151,4.116706719409213,1.171601713009965,0.7939516397418205,0.4806719322319286
FmH2O10,Noncovalent,0.1518147082984529,15.81343701552538,7.884366613451286,0.4243719980043871,2.088592440933869,7.152266662684688,8.355307960904973,2.896362574554385,3.342100518202426,3.553961896781227,10.22081785417608,5.776973571730982,8.150107499315979,0.4079498643520807,0.1279779721228019,1.283906370036486
H2O16Rel4,Noncovalent,1.090658084150958,11.31144435760847,6.218744810306421,7.57603275939228,0.2009725596741299,1.541761260874851,7.185598806462238,3.983329906765601,4.219399549364984,10.29739677748463,6.703650630832261,0.7903748787526829,2.511232919466156,0.1459290613058514,1.403935445202799,2.395229918227587
H2O20Rel9,Noncovalent,0.783153093533242,7.369060291613739,9.366483849124405,4.912792726529394,1.196917398915702,2.641587145826317,8.269209959182575,5.857650647137243,5.673831997621268,6.227828981489054,4.711635151878983,5.97529865628668,1.815502013764587,0.7805062971243115,0.5921418056633027,1.547067695745205
HB262,Noncovalent,0.5065612170503913,12.79535204198829,10.59148659816364,6.876526425401003,2.241161984905833,2.207381630764776,1.838252156672875,2.540503456444419,2.48736084840879,7.353147998649238,8.073700459571521,9.750622482705905,3.549854066809392,0.8637699740289612,0.7743438302632627,0.752893982926185
HB49,Noncovalent,0.5218472086466068,4.849349543838012,5.334427586171994,2.607225612688901,1.242824876753694,1.738939220410703,1.463453191319089,1.602248393071866,1.77952817294693,3.043357312831235,3.898341666998488,4.325814796539073,1.968472057642561,0.7415467542210036,0.8223951361283512,0.484652989270127
HCP32,Noncovalent,1.031984865803641,2.020448863065121,1.830529743480768,1.270837108662215,1.856239934206846,1.567996130056162,1.055894478195079,0.9708909526636957,1.506616734669413,2.750437621020669,1.716159577614933,1.600423160051593,2.767083557681592,0.8786470060229522,0.7833675695841512,1.127587014788405
